continentName,countryName,stateName,confirmedCount,curedCount,deadCount,updateTime
North America,US,New York,102,0,0,2020-04-06 23:22:15
North America,US,Indiana,101,0,9,2020-04-06 23:22:15
North America,US,Idaho,101,0,1,2020-04-06 23:22:15
North America,US,Florida,100,0,4,2020-04-06 23:22:15
North America,US,New York,100,0,2,2020-04-06 23:22:15
North America,US,Louisiana,100,0,6,2020-04-06 23:22:15
North America,US,Texas,99,0,0,2020-04-06 23:22:15
North America,US,North Carolina,99,0,2,2020-04-06 23:22:15
North America,US,Mississippi,98,0,5,2020-04-06 23:22:15
North America,US,Tennessee,97,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,96,0,6,2020-04-06 23:22:15
Australia,Australia,Australian Capital Territory,96,40,2,2020-04-06 23:28:35
North America,US,Minnesota,96,0,3,2020-04-06 23:22:15
North America,US,Minnesota,96,0,2,2020-04-06 23:22:15
North America,US,South Carolina,95,0,2,2020-04-06 23:22:15
North America,US,Colorado,95,0,1,2020-04-06 23:22:15
North America,US,California,95,0,1,2020-04-06 23:22:15
North America,US,Ohio,94,0,5,2020-04-06 23:22:15
North America,US,Texas,94,0,6,2020-04-06 23:22:15
North America,US,Alabama,94,0,7,2020-04-06 23:22:15
North America,US,Virginia,93,0,0,2020-04-06 23:22:15
North America,US,Louisiana,92,0,2,2020-04-06 23:22:15
North America,US,New York,92,0,2,2020-04-06 23:22:15
North America,US,Rhode Island,92,0,0,2020-04-06 23:22:15
North America,US,Illinois,92,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,91,0,2,2020-04-06 23:22:15
North America,US,Michigan,91,0,1,2020-04-06 23:22:15
North America,US,Ohio,90,0,10,2020-04-06 23:22:15
North America,US,Indiana,90,0,4,2020-04-06 23:22:15
Africa,Djibouti,Djibouti,90,9,0,2020-04-06 23:21:55
North America,US,Louisiana,90,0,4,2020-04-06 23:22:15
North America,US,South Carolina,90,0,3,2020-04-06 23:22:15
North America,US,Washington,88,0,2,2020-04-06 23:22:15
North America,US,South Carolina,88,0,1,2020-04-06 23:22:15
North America,US,Florida,88,0,0,2020-04-06 23:22:15
North America,US,Alaska,88,0,1,2020-04-06 23:22:15
North America,US,Indiana,87,0,6,2020-04-06 23:22:15
North America,US,Georgia,87,0,4,2020-04-06 23:22:15
North America,US,Ohio,87,0,3,2020-04-06 23:22:15
North America,US,Texas,87,0,0,2020-04-06 23:22:15
Australia,Australia,Tasmania,86,26,2,2020-04-06 23:28:35
North America,US,New Jersey,85,0,3,2020-04-06 23:22:15
North America,US,Illinois,85,0,4,2020-04-06 23:22:15
North America,US,Oregon,84,0,3,2020-04-06 23:22:15
North America,US,Georgia,84,0,3,2020-04-06 23:22:15
North America,US,Tennessee,83,0,9,2020-04-06 23:22:15
North America,US,Florida,83,0,0,2020-04-06 23:22:15
North America,US,Louisiana,83,0,5,2020-04-06 23:22:15
North America,US,Ohio,83,0,3,2020-04-06 23:22:15
North America,US,Louisiana,82,0,4,2020-04-06 23:22:15
Africa,Madagascar,Madagascar,82,2,0,2020-04-06 23:21:55
North America,US,Missouri,81,0,2,2020-04-06 23:22:15
North America,US,Florida,81,0,6,2020-04-06 23:22:15
North America,US,Georgia,80,0,1,2020-04-06 23:22:15
North America,US,Georgia,80,0,2,2020-04-06 23:22:15
North America,US,Florida,80,0,3,2020-04-06 23:22:15
North America,US,Louisiana,79,0,1,2020-04-06 23:22:15
North America,US,Mississippi,79,0,3,2020-04-06 23:22:15
North America,US,Utah,79,0,0,2020-04-06 23:22:15
North America,US,Indiana,79,0,0,2020-04-06 23:22:15
North America,US,Louisiana,79,0,2,2020-04-06 23:22:15
North America,US,Virginia,77,0,0,2020-04-06 23:22:15
North America,US,Louisiana,77,0,0,2020-04-06 23:22:15
North America,US,Texas,77,0,2,2020-04-06 23:22:15
North America,US,Ohio,77,0,1,2020-04-06 23:22:15
Europe,Liechtenstein,Liechtenstein,77,55,1,2020-04-06 23:21:55
Europe,Monaco,Monaco,77,4,1,2020-04-06 23:21:55
North America,US,New York,76,0,5,2020-04-06 23:22:15
North America,US,Missouri,76,0,1,2020-04-06 23:22:15
North America,US,Georgia,76,0,2,2020-04-06 23:22:15
North America,US,North Carolina,76,0,0,2020-04-06 23:22:15
North America,US,Georgia,76,0,1,2020-04-06 23:22:15
North America,US,Indiana,76,0,1,2020-04-06 23:22:15
North America,US,North Carolina,76,0,1,2020-04-06 23:22:15
North America,US,South Carolina,76,0,6,2020-04-06 23:22:15
North America,US,North Carolina,75,0,0,2020-04-06 23:22:15
North America,US,Ohio,75,0,2,2020-04-06 23:22:15
North America,US,New York,75,0,4,2020-04-06 23:22:15
North America,US,New York,74,0,2,2020-04-06 23:22:15
North America,US,Mississippi,74,0,2,2020-04-06 23:22:15
North America,US,Mississippi,74,0,1,2020-04-06 23:22:15
North America,US,Georgia,74,0,4,2020-04-06 23:22:15
North America,US,Alabama,73,0,0,2020-04-06 23:22:15
North America,US,Louisiana,73,0,0,2020-04-06 23:22:15
North America,US,California,73,0,1,2020-04-06 23:22:15
North America,US,Illinois,72,0,1,2020-04-06 23:22:15
North America,US,South Carolina,72,0,4,2020-04-06 23:22:15
North America,US,Indiana,72,0,2,2020-04-06 23:22:15
Europe,Netherlands,Aruba,71,2,0,2020-04-06 23:21:55
North America,US,Indiana,71,0,4,2020-04-06 23:22:15
North America,US,California,71,0,0,2020-04-06 23:22:15
North America,US,Alabama,71,0,1,2020-04-06 23:22:15
North America,US,Utah,71,0,1,2020-04-06 23:22:15
North America,US,New York,70,0,3,2020-04-06 23:22:15
North America,Guatemala,Guatemala,70,15,3,2020-04-06 23:21:55
North America,US,Mississippi,70,0,2,2020-04-06 23:22:15
North America,US,Indiana,70,0,2,2020-04-06 23:22:15
North America,US,Georgia,69,0,8,2020-04-06 23:22:15
North America,US,California,69,0,1,2020-04-06 23:22:15
North America,El Salvador,El Salvador,69,5,4,2020-04-06 23:21:55
North America,US,Missouri,69,0,7,2020-04-06 23:22:15
North America,US,Tennessee,69,0,0,2020-04-06 23:22:15
North America,US,Texas,68,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,68,0,2,2020-04-06 23:22:15
North America,US,Arkansas,67,0,10,2020-04-06 23:22:15
North America,US,Minnesota,67,0,2,2020-04-06 23:22:15
North America,US,Washington,67,0,1,2020-04-06 23:22:15
North America,US,North Carolina,67,0,0,2020-04-06 23:22:15
North America,US,California,65,0,3,2020-04-06 23:22:15
North America,US,Florida,65,0,1,2020-04-06 23:22:15
North America,US,Arkansas,65,0,2,2020-04-06 23:22:15
North America,US,North Dakota,65,0,1,2020-04-06 23:22:15
North America,US,Connecticut,65,0,4,2020-04-06 23:22:15
North America,US,Georgia,65,0,3,2020-04-06 23:22:15
North America,US,Minnesota,65,0,1,2020-04-06 23:22:15
North America,US,New Jersey,64,0,2,2020-04-06 23:22:15
North America,US,Georgia,64,0,6,2020-04-06 23:22:15
North America,US,New Mexico,64,0,0,2020-04-06 23:22:15
North America,US,Indiana,64,0,1,2020-04-06 23:22:15
North America,US,Washington,64,0,2,2020-04-06 23:22:15
North America,US,North Carolina,63,0,1,2020-04-06 23:22:15
North America,US,California,62,0,2,2020-04-06 23:22:15
North America,US,Wisconsin,62,0,6,2020-04-06 23:22:15
North America,US,Arkansas,62,0,0,2020-04-06 23:22:15
North America,US,Texas,62,0,2,2020-04-06 23:22:15
North America,US,Georgia,62,0,2,2020-04-06 23:22:15
North America,US,Illinois,62,0,0,2020-04-06 23:22:15
North America,US,Florida,61,0,0,2020-04-06 23:22:15
North America,US,New York,61,0,0,2020-04-06 23:22:15
North America,US,New Mexico,61,0,2,2020-04-06 23:22:15
North America,US,Virginia,60,0,0,2020-04-06 23:22:15
North America,US,Tennessee,60,0,0,2020-04-06 23:22:15
North America,US,Michigan,60,0,1,2020-04-06 23:22:15
North America,Barbados,Barbados,60,6,2,2020-04-06 23:21:55
North America,US,Texas,59,0,2,2020-04-06 23:22:15
North America,US,Florida,59,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,59,0,1,2020-04-06 23:22:15
North America,US,Texas,59,0,0,2020-04-06 23:22:15
North America,US,Texas,59,0,0,2020-04-06 23:22:15
North America,US,Florida,58,0,2,2020-04-06 23:22:15
Africa,Togo,Togo,58,23,3,2020-04-06 23:21:55
North America,US,Colorado,58,0,0,2020-04-06 23:22:15
North America,US,Arizona,58,0,0,2020-04-06 23:22:15
North America,US,South Carolina,58,0,2,2020-04-06 23:22:15
North America,US,Michigan,58,0,3,2020-04-06 23:22:15
North America,US,North Carolina,58,0,1,2020-04-06 23:22:15
North America,Jamaica,Jamaica,58,8,3,2020-04-06 23:21:55
North America,US,Wisconsin,57,0,2,2020-04-06 23:22:15
North America,US,Ohio,57,0,2,2020-04-06 23:22:15
North America,US,Michigan,57,0,2,2020-04-06 23:22:15
North America,US,Wisconsin,57,0,3,2020-04-06 23:22:15
North America,US,Michigan,56,0,1,2020-04-06 23:22:15
North America,US,West Virginia,56,0,0,2020-04-06 23:22:15
North America,US,Georgia,56,0,1,2020-04-06 23:22:15
North America,US,Georgia,56,0,1,2020-04-06 23:22:15
North America,US,Illinois,55,0,2,2020-04-06 23:22:15
North America,US,Florida,55,0,1,2020-04-06 23:22:15
North America,US,Maryland,55,0,0,2020-04-06 23:22:15
North America,US,Tennessee,55,0,0,2020-04-06 23:22:15
North America,US,Nebraska,55,0,1,2020-04-06 23:22:15
North America,US,Kentucky,55,0,1,2020-04-06 23:22:15
North America,US,Indiana,55,0,6,2020-04-06 23:22:15
North America,US,West Virginia,54,0,0,2020-04-06 23:22:15
North America,US,Virginia,54,0,1,2020-04-06 23:22:15
North America,US,Georgia,54,0,0,2020-04-06 23:22:15
North America,US,Tennessee,54,0,1,2020-04-06 23:22:15
North America,US,Ohio,54,0,0,2020-04-06 23:22:15
North America,US,Indiana,54,0,0,2020-04-06 23:22:15
North America,US,Alabama,54,0,0,2020-04-06 23:22:15
North America,US,Georgia,53,0,3,2020-04-06 23:22:15
North America,US,Pennsylvania,53,0,0,2020-04-06 23:22:15
North America,US,Ohio,53,0,5,2020-04-06 23:22:15
North America,US,Florida,53,0,2,2020-04-06 23:22:15
North America,US,West Virginia,53,0,1,2020-04-06 23:22:15
North America,US,Rhode Island,53,0,0,2020-04-06 23:22:15
North America,US,Arkansas,53,0,0,2020-04-06 23:22:15
North America,US,Texas,53,0,1,2020-04-06 23:22:15
North America,US,North Carolina,52,0,0,2020-04-06 23:22:15
North America,US,Iowa,52,0,1,2020-04-06 23:22:15
North America,US,Iowa,52,0,3,2020-04-06 23:22:15
North America,US,Louisiana,52,0,4,2020-04-06 23:22:15
North America,US,Illinois,52,0,0,2020-04-06 23:22:15
North America,US,Mississippi,52,0,2,2020-04-06 23:22:15
North America,US,South Carolina,52,0,0,2020-04-06 23:22:15
Africa,Uganda,Uganda,52,0,0,2020-04-06 23:21:55
North America,US,Louisiana,52,0,5,2020-04-06 23:22:15
North America,US,South Carolina,52,0,0,2020-04-06 23:22:15
North America,US,New Hampshire,52,0,0,2020-04-06 23:22:15
North America,US,Mississippi,51,0,2,2020-04-06 23:22:15
North America,US,North Carolina,51,0,2,2020-04-06 23:22:15
North America,US,North Carolina,51,0,1,2020-04-06 23:22:15
North America,US,Louisiana,51,0,2,2020-04-06 23:22:15
North America,US,Colorado,50,0,2,2020-04-06 23:22:15
North America,US,Indiana,50,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,49,0,2,2020-04-06 23:22:15
North America,US,Illinois,49,0,1,2020-04-06 23:22:15
North America,US,Michigan,49,0,0,2020-04-06 23:22:15
North America,US,Arizona,49,0,0,2020-04-06 23:22:15
North America,US,Diamond Princess,49,0,0,2020-04-06 23:22:15
North America,US,North Carolina,48,0,0,2020-04-06 23:22:15
North America,US,Louisiana,48,0,3,2020-04-06 23:22:15
North America,US,Florida,48,0,0,2020-04-06 23:22:15
North America,US,Indiana,48,0,0,2020-04-06 23:22:15
North America,US,Colorado,47,0,1,2020-04-06 23:22:15
North America,US,Texas,47,0,0,2020-04-06 23:22:15
North America,US,Illinois,47,0,0,2020-04-06 23:22:15
North America,US,Arkansas,47,0,1,2020-04-06 23:22:15
North America,US,New York,47,0,0,2020-04-06 23:22:15
Africa,Mali,Mali,47,9,5,2020-04-06 23:21:55
North America,US,North Carolina,47,0,0,2020-04-06 23:22:15
North America,US,Michigan,46,0,3,2020-04-06 23:22:15
North America,US,New York,46,0,0,2020-04-06 23:22:15
North America,US,Mississippi,46,0,1,2020-04-06 23:22:15
North America,US,North Carolina,46,0,1,2020-04-06 23:22:15
North America,US,New Hampshire,46,0,0,2020-04-06 23:22:15
North America,US,Illinois,46,0,2,2020-04-06 23:22:15
North America,US,Florida,45,0,2,2020-04-06 23:22:15
North America,US,Oklahoma,45,0,1,2020-04-06 23:22:15
Africa,Republic of the Congo,Republic of the Congo,45,2,5,2020-04-06 23:21:55
North America,US,Louisiana,45,0,7,2020-04-06 23:22:15
North America,US,Indiana,45,0,0,2020-04-06 23:22:15
North America,US,Florida,45,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,44,0,0,2020-04-06 23:22:15
North America,US,Wyoming,44,0,0,2020-04-06 23:22:15
North America,US,Michigan,44,0,0,2020-04-06 23:22:15
Africa,Ethiopia,Ethiopia,44,4,2,2020-04-06 23:21:55
North America,US,California,44,0,0,2020-04-06 23:22:15
North America,US,Hawaii,44,0,1,2020-04-06 23:22:15
North America,US,Georgia,43,0,0,2020-04-06 23:22:15
North America,US,Virgin Islands,43,0,1,2020-04-06 23:22:15
North America,US,California,43,0,0,2020-04-06 23:22:15
North America,US,Oregon,43,0,2,2020-04-06 23:22:15
North America,US,Virginia,43,0,0,2020-04-06 23:22:15
North America,US,South Carolina,43,0,0,2020-04-06 23:22:15
North America,US,Wisconsin,43,0,2,2020-04-06 23:22:15
North America,US,Georgia,42,0,0,2020-04-06 23:22:15
North America,US,Rhode Island,42,0,0,2020-04-06 23:22:15
North America,US,Arkansas,42,0,0,2020-04-06 23:22:15
North America,US,Colorado,42,0,2,2020-04-06 23:22:15
North America,US,Idaho,42,0,0,2020-04-06 23:22:15
North America,US,Texas,41,0,3,2020-04-06 23:22:15
North America,US,Virginia,41,0,1,2020-04-06 23:22:15
North America,US,Iowa,41,0,1,2020-04-06 23:22:15
North America,US,Oklahoma,41,0,0,2020-04-06 23:22:15
North America,US,Georgia,41,0,2,2020-04-06 23:22:15
North America,US,Arkansas,41,0,0,2020-04-06 23:22:15
North America,US,Michigan,41,0,1,2020-04-06 23:22:15
North America,US,New Hampshire,41,0,0,2020-04-06 23:22:15
North America,US,Maryland,41,0,0,2020-04-06 23:22:15
North America,US,Alabama,41,0,3,2020-04-06 23:22:15
North America,US,Georgia,40,0,1,2020-04-06 23:22:15
North America,US,Vermont,40,0,0,2020-04-06 23:22:15
North America,US,Georgia,40,0,0,2020-04-06 23:22:15
North America,US,Montana,40,0,0,2020-04-06 23:22:15
North America,US,Louisiana,40,0,1,2020-04-06 23:22:15
North America,US,Texas,40,0,1,2020-04-06 23:22:15
North America,US,Kansas,40,0,2,2020-04-06 23:22:15
North America,US,Georgia,40,0,0,2020-04-06 23:22:15
North America,US,Minnesota,40,0,0,2020-04-06 23:22:15
North America,US,Maryland,40,0,1,2020-04-06 23:22:15
North America,US,Connecticut,40,0,1,2020-04-06 23:22:15
North America,US,Ohio,40,0,0,2020-04-06 23:22:15
North America,US,Kansas,40,0,0,2020-04-06 23:22:15
North America,US,Georgia,40,0,1,2020-04-06 23:22:15
North America,US,Indiana,40,0,1,2020-04-06 23:22:15
North America,US,Indiana,40,0,0,2020-04-06 23:22:15
North America,US,Wyoming,40,0,0,2020-04-06 23:22:15
North America,US,Georgia,39,0,2,2020-04-06 23:22:15
Africa,Zambia,Zambia,39,5,1,2020-04-06 23:21:55
North America,US,Colorado,39,0,2,2020-04-06 23:22:15
North America,US,Oklahoma,39,0,1,2020-04-06 23:22:15
Europe,UK,Cayman Islands,39,1,1,2020-04-06 23:21:55
North America,US,Wisconsin,39,0,0,2020-04-06 23:22:15
North America,US,Louisiana,39,0,0,2020-04-06 23:22:15
North America,US,Oregon,39,0,0,2020-04-06 23:22:15
Europe,UK,Bermuda,39,17,2,2020-04-06 23:21:55
North America,US,South Carolina,39,0,5,2020-04-06 23:22:15
North America,US,Indiana,39,0,5,2020-04-06 23:22:15
North America,US,Alabama,38,0,1,2020-04-06 23:22:15
North America,US,Wyoming,38,0,0,2020-04-06 23:22:15
North America,US,Indiana,38,0,1,2020-04-06 23:22:15
North America,US,North Dakota,38,0,0,2020-04-06 23:22:15
North America,US,Mississippi,38,0,0,2020-04-06 23:22:15
North America,US,Tennessee,38,0,2,2020-04-06 23:22:15
North America,US,Indiana,37,0,0,2020-04-06 23:22:15
Europe,Netherlands,Sint Maarten,37,1,6,2020-04-06 23:21:55
North America,US,North Carolina,37,0,3,2020-04-06 23:22:15
North America,US,Indiana,37,0,0,2020-04-06 23:22:15
North America,US,Maryland,37,0,0,2020-04-06 23:22:15
North America,US,Ohio,37,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,37,0,0,2020-04-06 23:22:15
North America,US,Idaho,37,0,1,2020-04-06 23:22:15
North America,US,Missouri,37,0,0,2020-04-06 23:22:15
North America,US,California,37,0,1,2020-04-06 23:22:15
North America,US,Georgia,37,0,1,2020-04-06 23:22:15
North America,US,Maryland,37,0,1,2020-04-06 23:22:15
North America,US,Texas,36,0,1,2020-04-06 23:22:15
North America,US,New York,36,0,0,2020-04-06 23:22:15
North America,US,North Carolina,36,0,0,2020-04-06 23:22:15
North America,US,Tennessee,36,0,0,2020-04-06 23:22:15
North America,US,Kansas,36,0,0,2020-04-06 23:22:15
North America,US,Mississippi,36,0,3,2020-04-06 23:22:15
North America,US,Indiana,36,0,3,2020-04-06 23:22:15
North America,US,Iowa,35,0,0,2020-04-06 23:22:15
North America,US,Vermont,35,0,0,2020-04-06 23:22:15
North America,US,Texas,35,0,0,2020-04-06 23:22:15
North America,US,Florida,35,0,2,2020-04-06 23:22:15
North America,US,Oklahoma,35,0,1,2020-04-06 23:22:15
North America,US,Iowa,35,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,35,0,0,2020-04-06 23:22:15
North America,US,New York,34,0,0,2020-04-06 23:22:15
North America,US,Indiana,34,0,1,2020-04-06 23:22:15
North America,US,Wisconsin,34,0,2,2020-04-06 23:22:15
North America,US,Alabama,34,0,0,2020-04-06 23:22:15
North America,US,Colorado,34,0,2,2020-04-06 23:22:15
North America,US,New York,34,0,0,2020-04-06 23:22:15
North America,US,Kentucky,34,0,0,2020-04-06 23:22:15
North America,US,Kentucky,34,0,4,2020-04-06 23:22:15
North America,US,Virginia,34,0,0,2020-04-06 23:22:15
North America,US,Ohio,34,0,0,2020-04-06 23:22:15
North America,US,Nevada,33,0,0,2020-04-06 23:22:15
North America,US,Alabama,33,0,0,2020-04-06 23:22:15
North America,US,Oregon,33,0,0,2020-04-06 23:22:15
North America,US,Alabama,33,0,1,2020-04-06 23:22:15
North America,US,Indiana,33,0,1,2020-04-06 23:22:15
North America,US,North Carolina,33,0,1,2020-04-06 23:22:15
North America,US,Missouri,33,0,3,2020-04-06 23:22:15
North America,US,Kentucky,33,0,3,2020-04-06 23:22:15
North America,US,Michigan,33,0,4,2020-04-06 23:22:15
North America,US,New York,33,0,0,2020-04-06 23:22:15
North America,US,North Carolina,33,0,1,2020-04-06 23:22:15
North America,US,Minnesota,33,0,4,2020-04-06 23:22:15
North America,US,Ohio,32,0,6,2020-04-06 23:22:15
North America,US,Colorado,32,0,0,2020-04-06 23:22:15
North America,US,Michigan,32,0,0,2020-04-06 23:22:15
North America,US,California,32,0,1,2020-04-06 23:22:15
North America,US,Nebraska,32,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,32,0,0,2020-04-06 23:22:15
North America,US,Florida,32,0,1,2020-04-06 23:22:15
North America,US,Mississippi,32,0,1,2020-04-06 23:22:15
North America,US,Florida,32,0,0,2020-04-06 23:22:15
North America,US,Missouri,32,0,0,2020-04-06 23:22:15
North America,US,New York,32,0,0,2020-04-06 23:22:15
North America,US,Indiana,32,0,2,2020-04-06 23:22:15
North America,US,Illinois,31,0,2,2020-04-06 23:22:15
North America,US,Oklahoma,31,0,3,2020-04-06 23:22:15
South America,Guyana,Guyana,31,8,4,2020-04-06 23:21:55
North America,US,Alabama,31,0,0,2020-04-06 23:22:15
Africa,Eritrea,Eritrea,31,0,0,2020-04-06 23:21:55
North America,US,Missouri,31,0,1,2020-04-06 23:22:15
North America,US,North Carolina,31,0,2,2020-04-06 23:22:15
North America,US,Texas,31,0,1,2020-04-06 23:22:15
North America,US,Virginia,31,0,0,2020-04-06 23:22:15
North America,US,Oklahoma,30,0,1,2020-04-06 23:22:15
North America,US,Louisiana,30,0,0,2020-04-06 23:22:15
North America,US,Louisiana,30,0,2,2020-04-06 23:22:15
North America,US,New Mexico,30,0,0,2020-04-06 23:22:15
North America,US,Mississippi,30,0,2,2020-04-06 23:22:15
North America,US,Mississippi,30,0,3,2020-04-06 23:22:15
North America,US,Mississippi,30,0,1,2020-04-06 23:22:15
North America,US,Michigan,30,0,0,2020-04-06 23:22:15
North America,US,Alabama,30,0,1,2020-04-06 23:22:15
North America,US,Kentucky,30,0,0,2020-04-06 23:22:15
North America,US,New York,29,0,1,2020-04-06 23:22:15
North America,US,New Jersey,29,0,2,2020-04-06 23:22:15
North America,US,Kansas,29,0,1,2020-04-06 23:22:15
